tweet_id,retweet_count,favourite_count
666983947667116034,845,2245
666837028449972224,467,702
666835007768551424,65,183
666826780179869698,79,219
666817836334096384,209,442
666804364988780544,78,206
666786068205871104,409,658
666781792255496192,168,326
666776908487630848,148,304
666739327293083650,59,207
666701168228331520,182,371
666691418707132416,42,160
666649482315059201,524,993
666644823164719104,69,208
666454714377183233,179,447
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,42,137
666430724426358785,160,277
666428276349472768,67,139
666421158376562688,91,272
666418789513326592,39,107
666411507551481857,262,371
666407126856765440,30,93
666396247373291520,68,147
666373753744588802,73,163
666362758909284353,468,649
666353288456101888,56,179
666345417576210432,122,243
666337882303524864,79,168
666293911632134144,289,425
666287406224695296,56,123
666273097616637952,66,151
666268910803644416,38,99
666104133288665088,5469,12862
666102155909144576,11,66
666099513787052032,53,133
666094000022159362,63,142
666082916733198337,37,92
666073100786774016,130,274
666071193221509120,51,127
666063827256086533,180,396
666058600524156928,47,99
666057090499244032,112,247
666055525042405380,196,367
666051853826850816,700,1025
666050758794694657,50,115
666049248165822465,36,88
666044226329800704,115,247
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,422,2287
